450,russian,granulated sugar
450,russian,vanilla
450,russian,unsalted butter
450,russian,golden raisins
450,russian,confectioners sugar
450,russian,large eggs
450,russian,salt
450,russian,whole milk
450,russian,all-purpose flour
43635,italian,fresh basil
43635,italian,oil
43635,italian,pinenuts
43635,italian,pasta
43635,italian,olive oil
43635,italian,romano cheese
43635,italian,garlic cloves
28216,greek,ground black pepper
28216,greek,lamb leg
28216,greek,kosher salt
28216,greek,garlic
28216,greek,fresh rosemary
28216,greek,dijon mustard
28216,greek,olive oil
28216,greek,lemon juice
42162,italian,arborio rice
42162,italian,extra-virgin olive oil
42162,italian,onions
42162,italian,fresh parmesan cheese
42162,italian,low salt chicken broth
42162,italian,shallots
42162,italian,flat leaf parsley
42162,italian,pepper
42162,italian,salt
20408,indian,fresh cilantro
20408,indian,potatoes
20408,indian,vegetable oil
20408,indian,salt
20408,indian,corn starch
20408,indian,ground cumin
20408,indian,tumeric
20408,indian,chopped tomatoes
20408,indian,butternut squash
20408,indian,paprika
20408,indian,ground coriander
20408,indian,bay leaf
20408,indian,water
20408,indian,unsalted butter
20408,indian,chili powder
20408,indian,cauliflower florets
20408,indian,garlic cloves
20408,indian,onions
20408,indian,fresh ginger
20408,indian,fenugreek
20408,indian,cinnamon
20408,indian,chickpeas
20408,indian,red bell pepper
37335,brazilian,black beans
37335,brazilian,chopped green bell pepper
37335,brazilian,garlic
37335,brazilian,onions
37335,brazilian,frozen orange juice concentrate
37335,brazilian,orange
37335,brazilian,Tabasco Pepper Sauce
37335,brazilian,lemon juice
37335,brazilian,cumin
37335,brazilian,crushed tomatoes
37335,brazilian,jalapeno chilies
37335,brazilian,chopped celery
37335,brazilian,dried oregano
37335,brazilian,molasses
37335,brazilian,olive oil
37335,brazilian,white rice
37335,brazilian,red bell pepper
27263,mexican,kosher salt
27263,mexican,Mexican oregano
27263,mexican,ground cumin
27263,mexican,ground cinnamon
27263,mexican,minced garlic
27263,mexican,fresh pork fat
27263,mexican,hog casings
27263,mexican,cider vinegar
27263,mexican,ancho powder
27263,mexican,ground cloves
27263,mexican,ground black pepper
27263,mexican,pork shoulder
12027,russian,tomato juice
12027,russian,whipping cream
12027,russian,beets
12027,russian,onions
12027,russian,fresh dill
12027,russian,green onions
12027,russian,salt
12027,russian,carrots
12027,russian,potatoes
12027,russian,canned tomatoes
12027,russian,garlic cloves
12027,russian,cabbage
12027,russian,water
12027,russian,butter
12027,russian,green pepper
12027,russian,celery
48057,italian,sliced black olives
48057,italian,garlic
48057,italian,sweet onion
48057,italian,extra-virgin olive oil
48057,italian,fresh parsley
48057,italian,fresh tomatoes
48057,italian,french bread
48057,italian,feta cheese crumbles
48057,italian,fresh basil
48057,italian,grated parmesan cheese
48057,italian,fresh oregano
32394,cajun_creole,garlic powder
32394,cajun_creole,lemon
32394,cajun_creole,striped bass
32394,cajun_creole,dried thyme
32394,cajun_creole,unsalted butter
32394,cajun_creole,salt
32394,cajun_creole,ground black pepper
32394,cajun_creole,paprika
32394,cajun_creole,ground white pepper
32394,cajun_creole,olive oil
32394,cajun_creole,chili powder
32394,cajun_creole,meat bones
38448,korean,pepper flakes
38448,korean,oysters
38448,korean,chives
38448,korean,shrimp
38448,korean,kosher salt
38448,korean,beef stock
38448,korean,yellow onion
38448,korean,sweet rice flour
38448,korean,sugar
38448,korean,fresh ginger
38448,korean,napa cabbage
38448,korean,brine
38448,korean,seasoning
38448,korean,minced garlic
38448,korean,green onions
38448,korean,sauce
43112,italian,durum wheat flour
43112,italian,water
43112,italian,flour for dusting
6476,chinese,salt
6476,chinese,water
6476,chinese,chopped garlic
6476,chinese,vegetable oil
6476,chinese,greens
91,greek,unsalted butter
91,greek,hazelnuts
91,greek,greek yogurt
91,greek,sugar
91,greek,plums
91,greek,honey
23503,southern_us,eggs
23503,southern_us,peanut oil
23503,southern_us,salt and ground black pepper
23503,southern_us,onions
23503,southern_us,yellow summer squash
23503,southern_us,self-rising cornmeal
23503,southern_us,onion powder
46709,greek,dried basil
46709,greek,butter
46709,greek,spinach
46709,greek,vegetable oil
46709,greek,onions
46709,greek,eggs
46709,greek,feta cheese
46709,greek,fresh mushrooms
46709,greek,phyllo dough
46709,greek,ricotta cheese
15330,greek,olive oil
15330,greek,fresh parsley
15330,greek,parsnips
15330,greek,garlic cloves
15330,greek,ground lamb
15330,greek,ground cinnamon
15330,greek,diced tomatoes
15330,greek,onions
15330,greek,penne
15330,greek,feta cheese crumbles
31718,brazilian,dried thyme
31718,brazilian,garlic cloves
31718,brazilian,fat free less sodium chicken broth
31718,brazilian,turkey kielbasa
31718,brazilian,fresh parsley
31718,brazilian,olive oil
31718,brazilian,chipotles in adobo
31718,brazilian,black beans
31718,brazilian,chopped onion
9244,indian,clove
9244,indian,eggs
9244,indian,cinnamon
9244,indian,oil
9244,indian,ground cumin
9244,indian,curry leaves
9244,indian,fresh cilantro
9244,indian,salt
9244,indian,coriander
9244,indian,tomatoes
9244,indian,chili powder
9244,indian,cardamom pods
9244,indian,ground turmeric
9244,indian,tomato paste
9244,indian,sugar
9244,indian,garlic
9244,indian,onions
6425,italian,coffee granules
6425,italian,bittersweet chocolate
6425,italian,sugar
6425,italian,1% low-fat milk
6425,italian,vanilla
6425,italian,unsweetened cocoa powder
6425,italian,sliced almonds
6425,italian,corn starch
10915,chinese,sugar
10915,chinese,water
10915,chinese,Shaoxing wine
10915,chinese,oyster sauce
10915,chinese,canola oil
10915,chinese,cold water
10915,chinese,black pepper
10915,chinese,white rice vinegar
10915,chinese,garlic cloves
10915,chinese,corn starch
10915,chinese,sugar pea
10915,chinese,hong kong-style noodles
10915,chinese,scallions
10915,chinese,shrimp
10915,chinese,soy sauce
10915,chinese,fresh ginger
10915,chinese,sesame oil
10915,chinese,carrots
14470,indian,coconut oil
14470,indian,brown mustard seeds
14470,indian,garlic
14470,indian,ground turmeric
14470,indian,water
14470,indian,sea salt
14470,indian,cumin seed
14470,indian,baby spinach leaves
14470,indian,chili powder
14470,indian,yellow onion
14470,indian,tomatoes
14470,indian,mung beans
14470,indian,ginger
14470,indian,carrots
3217,french,shortening
3217,french,large eggs
3217,french,warm water
3217,french,all-purpose flour
3217,french,sugar
3217,french,salt
3217,french,food colouring
3217,french,active dry yeast
3217,french,bread flour
15328,southern_us,self rising flour
15328,southern_us,berries
15328,southern_us,frozen blackberries
15328,southern_us,butter
15328,southern_us,sugar
15328,southern_us,whole milk
15328,southern_us,water
15328,southern_us,buttermilk
33539,chinese,honey
33539,chinese,oil
33539,chinese,garlic paste
33539,chinese,spring onions
33539,chinese,chili flakes
33539,chinese,prawns
33539,chinese,corn flour
33539,chinese,soy sauce
33539,chinese,tomato ketchup
39930,vietnamese,clove
39930,vietnamese,water
39930,vietnamese,thai basil
39930,vietnamese,mushrooms
39930,vietnamese,star anise
39930,vietnamese,cinnamon sticks
39930,vietnamese,toasted sesame seeds
39930,vietnamese,cabbage
39930,vietnamese,black peppercorns
39930,vietnamese,fresh ginger
39930,vietnamese,Sriracha
39930,vietnamese,veggies
39930,vietnamese,cardamom pods
39930,vietnamese,mung bean sprouts
39930,vietnamese,greens
39930,vietnamese,fennel seeds
39930,vietnamese,lime
39930,vietnamese,swiss chard
39930,vietnamese,spring onions
39930,vietnamese,tamari soy sauce
39930,vietnamese,bok choy
39930,vietnamese,noodles
39930,vietnamese,broccoli romanesco
39930,vietnamese,cauliflower
39930,vietnamese,spinach
39930,vietnamese,coriander seeds
39930,vietnamese,bell pepper
39930,vietnamese,sea salt
39930,vietnamese,carrots
39930,vietnamese,onions
39930,vietnamese,soba
40763,indian,garam masala
40763,indian,onions
40763,indian,salt
40763,indian,ground cumin
40763,indian,water
40763,indian,frozen mixed vegetables
40763,indian,vegetable oil
40763,indian,basmati rice
39562,moroccan,tomato paste
39562,moroccan,pistachios
39562,moroccan,salt
39562,moroccan,garlic cloves
39562,moroccan,honey
39562,moroccan,ground red pepper
39562,moroccan,chickpeas
39562,moroccan,fat free less sodium chicken broth
39562,moroccan,golden raisins
39562,moroccan,cilantro leaves
39562,moroccan,ground cumin
39562,moroccan,olive oil
39562,moroccan,lamb stew meat
39562,moroccan,chopped onion
429,italian,whole milk
429,italian,large egg yolks
429,italian,bittersweet chocolate
429,italian,heavy cream
429,italian,granulated sugar
429,italian,unsweetened cocoa powder
17093,french,olive oil
17093,french,garlic cloves
17093,french,reduced sodium chicken broth
17093,french,dry bread crumbs
17093,french,carrot sticks
17093,french,pork tenderloin
17093,french,thyme sprigs
17093,french,dijon mustard
17093,french,lentils
15776,southern_us,white onion
15776,southern_us,diced tomatoes
15776,southern_us,salt and ground black pepper
15776,southern_us,sour cream
15776,southern_us,shredded cheddar cheese
15776,southern_us,cream cheese
15776,southern_us,mayonaise
15776,southern_us,garlic powder
22610,moroccan,green olives
22610,moroccan,paprika
22610,moroccan,yellow onion
22610,moroccan,ground cumin
22610,moroccan,lemon
22610,moroccan,all-purpose flour
22610,moroccan,fat
22610,moroccan,olive oil
22610,moroccan,salt
22610,moroccan,freshly ground pepper
22610,moroccan,lamb shoulder chops
22610,moroccan,beef broth
22610,moroccan,fresh mint
46863,british,cod
46863,british,vinegar
46863,british,sea salt
46863,british,tartar sauce
46863,british,baking soda
46863,british,corn oil
46863,british,salt
46863,british,water
46863,british,potatoes
46863,british,malt vinegar
46863,british,ground black pepper
46863,british,lemon wedge
46863,british,all-purpose flour
33613,korean,sugar
33613,korean,sesame oil
33613,korean,garlic cloves
33613,korean,Sriracha
33613,korean,rice vinegar
33613,korean,soy sauce
33613,korean,ginger
33613,korean,toasted sesame seeds
33613,korean,flank steak
33613,korean,scallions
2876,italian,olive oil
2876,italian,grated parmesan cheese
2876,italian,garlic herb spreadable cheese
2876,italian,purple onion
2876,italian,vegetable oil spray
2876,italian,refrigerated pizza dough
2876,italian,zucchini
2876,italian,flat leaf parsley
7310,cajun_creole,oysters
7310,cajun_creole,salt
7310,cajun_creole,celery ribs
7310,cajun_creole,large garlic cloves
7310,cajun_creole,freshly ground pepper
7310,cajun_creole,watercress
7310,cajun_creole,hot sauce
7310,cajun_creole,baguette
7310,cajun_creole,extra-virgin olive oil
7310,cajun_creole,fresh lemon juice
43356,french,fresh thyme leaves
43356,french,grated Gruyère cheese
43356,french,unsalted butter
43356,french,all-purpose flour
43356,french,large eggs
43356,french,cayenne pepper
43356,french,kosher salt
43356,french,asiago
37871,italian,water
37871,italian,extra-virgin olive oil
37871,italian,light brown sugar
37871,italian,egg whites
37871,italian,sesame seeds
37871,italian,bread flour
37871,italian,active dry yeast
37871,italian,salt
12584,mexican,Mexican cheese blend
12584,mexican,frozen corn
12584,mexican,onions
12584,mexican,black beans
12584,mexican,garlic
12584,mexican,enchilada sauce
12584,mexican,frozen tater tots
12584,mexican,green chilies
12584,mexican,taco seasoning mix
12584,mexican,black olives
12584,mexican,ground beef
49543,filipino,large eggs
49543,filipino,shells
49543,filipino,crab meat
49543,filipino,potatoes
49543,filipino,onions
49543,filipino,cooking oil
49543,filipino,salt
49543,filipino,ground pepper
49543,filipino,garlic
39687,italian,hot red pepper flakes
39687,italian,anchovy fillets
39687,italian,broccoli rabe
39687,italian,gemelli
39687,italian,panko
39687,italian,garlic cloves
39687,italian,extra-virgin olive oil
37688,italian,pepper
37688,italian,whole wheat penne pasta
37688,italian,boneless skinless chicken breasts
37688,italian,garlic cloves
37688,italian,grated parmesan cheese
37688,italian,reduced fat alfredo sauce
37688,italian,frozen chopped broccoli
49438,chinese,soy sauce
